time,"I(RX1)","I(RX2)","I(RDC)","I(LQ|XI884)","I(LD|XI884)","I(LX|XI884)"
2.618300e-09,-4.892583e-04,-7.553949e-04,1.129294e-03,1.661464e-06,5.610031e-04,-4.804050e-04
2.618400e-09,-4.916301e-04,-7.538541e-04,1.129286e-03,1.473610e-06,5.658062e-04,-4.809786e-04
2.618500e-09,-4.939971e-04,-7.523058e-04,1.129278e-03,1.185690e-06,5.706707e-04,-4.815561e-04
2.618600e-09,-4.963591e-04,-7.507501e-04,1.129270e-03,8.201111e-07,5.755979e-04,-4.821370e-04
2.618700e-09,-4.987161e-04,-7.491870e-04,1.129262e-03,4.044317e-07,5.805895e-04,-4.827209e-04
2.618800e-09,-5.010681e-04,-7.476165e-04,1.129255e-03,-3.071532e-08,5.856469e-04,-4.833077e-04
2.618900e-09,-5.034148e-04,-7.460386e-04,1.129247e-03,-4.538863e-07,5.907719e-04,-4.838973e-04
2.619000e-09,-5.057563e-04,-7.444533e-04,1.129240e-03,-8.351065e-07,5.959657e-04,-4.844892e-04
2.619100e-09,-5.080926e-04,-7.428607e-04,1.129233e-03,-1.148002e-06,6.012296e-04,-4.850829e-04
2.619200e-09,-5.104236e-04,-7.412607e-04,1.129226e-03,-1.371634e-06,6.065646e-04,-4.856772e-04
2.619300e-09,-5.127493e-04,-7.396534e-04,1.129219e-03,-1.491905e-06,6.119716e-04,-4.862703e-04
2.619400e-09,-5.150699e-04,-7.380388e-04,1.129211e-03,-1.502449e-06,6.174508e-04,-4.868602e-04
2.619500e-09,-5.173853e-04,-7.364168e-04,1.129204e-03,-1.404939e-06,6.230026e-04,-4.874447e-04
2.619600e-09,-5.196956e-04,-7.347876e-04,1.129197e-03,-1.208819e-06,6.286267e-04,-4.880215e-04
2.619700e-09,-5.220007e-04,-7.331511e-04,1.129190e-03,-9.304612e-07,6.343227e-04,-4.885889e-04
2.619800e-09,-5.243008e-04,-7.315073e-04,1.129183e-03,-5.918536e-07,6.400897e-04,-4.891459e-04
2.619900e-09,-5.265958e-04,-7.298564e-04,1.129176e-03,-2.188892e-07,6.459266e-04,-4.896925e-04
2.620000e-09,-5.288857e-04,-7.281982e-04,1.129169e-03,1.605877e-07,6.518320e-04,-4.902299e-04
2.620100e-09,-5.311704e-04,-7.265329e-04,1.129162e-03,5.188420e-07,6.578042e-04,-4.907606e-04
2.620200e-09,-5.334499e-04,-7.248604e-04,1.129154e-03,8.302588e-07,6.638416e-04,-4.912880e-04
2.620300e-09,-5.357240e-04,-7.231807e-04,1.129147e-03,1.073159e-06,6.699423e-04,-4.918164e-04
2.620400e-09,-5.379929e-04,-7.214940e-04,1.129140e-03,1.231293e-06,6.761043e-04,-4.923503e-04
2.620500e-09,-5.402563e-04,-7.198001e-04,1.129132e-03,1.294903e-06,6.823260e-04,-4.928944e-04
2.620600e-09,-5.425143e-04,-7.180990e-04,1.129125e-03,1.261301e-06,6.886056e-04,-4.934527e-04
2.620700e-09,-5.447668e-04,-7.163909e-04,1.129117e-03,1.134907e-06,6.949415e-04,-4.940286e-04
2.620800e-09,-5.470137e-04,-7.146757e-04,1.129110e-03,9.267781e-07,7.013323e-04,-4.946241e-04
2.620900e-09,-5.492552e-04,-7.129534e-04,1.129103e-03,6.536606e-07,7.077767e-04,-4.952402e-04
2.621000e-09,-5.514911e-04,-7.112240e-04,1.129096e-03,3.366425e-07,7.142732e-04,-4.958768e-04
2.621100e-09,-5.537214e-04,-7.094876e-04,1.129089e-03,-4.785732e-10,7.208206e-04,-4.965326e-04
2.621200e-09,-5.559462e-04,-7.077442e-04,1.129082e-03,-3.329928e-07,7.274174e-04,-4.972057e-04
2.621300e-09,-5.581655e-04,-7.059938e-04,1.129075e-03,-6.371027e-07,7.340620e-04,-4.978935e-04
2.621400e-09,-5.603793e-04,-7.042365e-04,1.129068e-03,-8.916412e-07,7.407527e-04,-4.985937e-04
2.621500e-09,-5.625875e-04,-7.024722e-04,1.129062e-03,-1.079558e-06,7.474877e-04,-4.993038e-04
2.621600e-09,-5.647902e-04,-7.007009e-04,1.129056e-03,-1.189072e-06,7.542650e-04,-5.000219e-04
2.621700e-09,-5.669873e-04,-6.989228e-04,1.129050e-03,-1.214412e-06,7.610824e-04,-5.007469e-04
2.621800e-09,-5.691788e-04,-6.971377e-04,1.129044e-03,-1.156098e-06,7.679377e-04,-5.014782e-04
2.621900e-09,-5.713647e-04,-6.953456e-04,1.129038e-03,-1.020756e-06,7.748284e-04,-5.022158e-04
2.622000e-09,-5.735450e-04,-6.935467e-04,1.129032e-03,-8.204910e-07,7.817523e-04,-5.029602e-04
2.622100e-09,-5.757196e-04,-6.917408e-04,1.129026e-03,-5.718699e-07,7.887068e-04,-5.037122e-04
2.622200e-09,-5.778885e-04,-6.899281e-04,1.129020e-03,-2.946008e-07,7.956895e-04,-5.044729e-04
2.622300e-09,-5.800517e-04,-6.881084e-04,1.129015e-03,-1.001465e-08,8.026978e-04,-5.052430e-04
2.622400e-09,-5.822091e-04,-6.862819e-04,1.129009e-03,2.605362e-07,8.097292e-04,-5.060229e-04
2.622500e-09,-5.843607e-04,-6.844485e-04,1.129004e-03,4.972411e-07,8.167811e-04,-5.068128e-04
2.622600e-09,-5.865064e-04,-6.826083e-04,1.128999e-03,6.832428e-07,8.238511e-04,-5.076119e-04
2.622700e-09,-5.886463e-04,-6.807612e-04,1.128994e-03,8.057970e-07,8.309368e-04,-5.084191e-04
2.622800e-09,-5.907803e-04,-6.789074e-04,1.128989e-03,8.571020e-07,8.380359e-04,-5.092325e-04
2.622900e-09,-5.929083e-04,-6.770468e-04,1.128985e-03,8.347443e-07,8.451463e-04,-5.100496e-04
2.623000e-09,-5.950303e-04,-6.751794e-04,1.128980e-03,7.417374e-07,8.522665e-04,-5.108679e-04
2.623100e-09,-5.971464e-04,-6.733053e-04,1.128976e-03,5.861604e-07,8.593951e-04,-5.116842e-04
2.623200e-09,-5.992563e-04,-6.714246e-04,1.128972e-03,3.804314e-07,8.665312e-04,-5.124955e-04
2.623300e-09,-6.013603e-04,-6.695372e-04,1.128968e-03,1.402806e-07,8.736744e-04,-5.132988e-04
2.623400e-09,-6.034582e-04,-6.676433e-04,1.128964e-03,-1.164955e-07,8.808247e-04,-5.140913e-04
2.623500e-09,-6.055500e-04,-6.657431e-04,1.128960e-03,-3.713992e-07,8.879831e-04,-5.148704e-04
2.623600e-09,-6.076359e-04,-6.638366e-04,1.128956e-03,-6.066114e-07,8.951505e-04,-5.156341e-04
2.623700e-09,-6.097158e-04,-6.619240e-04,1.128952e-03,-8.062846e-07,9.023290e-04,-5.163804e-04
2.623800e-09,-6.117897e-04,-6.600055e-04,1.128948e-03,-9.576554e-07,9.095206e-04,-5.171077e-04
2.623900e-09,-6.138578e-04,-6.580813e-04,1.128944e-03,-1.051901e-06,9.167278e-04,-5.178147e-04
2.624000e-09,-6.159200e-04,-6.561512e-04,1.128939e-03,-1.084683e-06,9.239528e-04,-5.184999e-04
2.624100e-09,-6.179763e-04,-6.542154e-04,1.128935e-03,-1.056348e-06,9.311976e-04,-5.191622e-04
2.624200e-09,-6.200267e-04,-6.522738e-04,1.128930e-03,-9.717777e-07,9.384632e-04,-5.198005e-04
2.624300e-09,-6.220712e-04,-6.503260e-04,1.128925e-03,-8.399121e-07,9.457493e-04,-5.204140e-04
2.624400e-09,-6.241098e-04,-6.483719e-04,1.128921e-03,-6.729824e-07,9.530545e-04,-5.210026e-04
2.624500e-09,-6.261423e-04,-6.464112e-04,1.128916e-03,-4.855231e-07,9.603760e-04,-5.215674e-04
2.624600e-09,-6.281688e-04,-6.444435e-04,1.128911e-03,-2.932383e-07,9.677102e-04,-5.221109e-04
2.624700e-09,-6.301890e-04,-6.424687e-04,1.128907e-03,-1.118121e-07,9.750533e-04,-5.226382e-04
2.624800e-09,-6.322030e-04,-6.404868e-04,1.128902e-03,4.424861e-08,9.824026e-04,-5.231574e-04
2.624900e-09,-6.342105e-04,-6.384978e-04,1.128898e-03,1.626535e-07,9.897571e-04,-5.236802e-04
2.625000e-09,-6.362116e-04,-6.365020e-04,1.128894e-03,2.341774e-07,9.971183e-04,-5.242224e-04
2.625100e-09,-6.382062e-04,-6.344995e-04,1.128890e-03,2.532624e-07,1.004491e-03,-5.248033e-04
2.625200e-09,-6.401942e-04,-6.324908e-04,1.128887e-03,2.183369e-07,1.011882e-03,-5.254453e-04
2.625300e-09,-6.421757e-04,-6.304759e-04,1.128883e-03,1.318371e-07,1.019302e-03,-5.261721e-04
2.625400e-09,-6.441505e-04,-6.284552e-04,1.128880e-03,-6.116352e-11,1.026760e-03,-5.270064e-04
2.625500e-09,-6.461189e-04,-6.264285e-04,1.128878e-03,-1.679732e-07,1.034266e-03,-5.279672e-04
2.625600e-09,-6.480807e-04,-6.243959e-04,1.128876e-03,-3.600531e-07,1.041825e-03,-5.290667e-04
2.625700e-09,-6.500360e-04,-6.223571e-04,1.128874e-03,-5.628987e-07,1.049440e-03,-5.303083e-04
2.625800e-09,-6.519850e-04,-6.203119e-04,1.128872e-03,-7.625447e-07,1.057108e-03,-5.316856e-04
2.625900e-09,-6.539276e-04,-6.182601e-04,1.128871e-03,-9.454694e-07,1.064820e-03,-5.331826e-04
2.626000e-09,-6.558638e-04,-6.162015e-04,1.128869e-03,-1.099544e-06,1.072565e-03,-5.347763e-04
2.626100e-09,-6.577938e-04,-6.141360e-04,1.128869e-03,-1.214855e-06,1.080328e-03,-5.364408e-04
2.626200e-09,-6.597175e-04,-6.120639e-04,1.128868e-03,-1.284350e-06,1.088096e-03,-5.381508e-04
2.626300e-09,-6.616349e-04,-6.099851e-04,1.128868e-03,-1.304256e-06,1.095857e-03,-5.398863e-04
2.626400e-09,-6.635459e-04,-6.079002e-04,1.128868e-03,-1.274267e-06,1.103602e-03,-5.416354e-04
2.626500e-09,-6.654506e-04,-6.058094e-04,1.128868e-03,-1.197470e-06,1.111329e-03,-5.433946e-04
2.626600e-09,-6.673488e-04,-6.037131e-04,1.128868e-03,-1.080053e-06,1.119039e-03,-5.451682e-04
2.626700e-09,-6.692405e-04,-6.016118e-04,1.128868e-03,-9.307888e-07,1.126739e-03,-5.469652e-04
2.626800e-09,-6.711257e-04,-5.995056e-04,1.128869e-03,-7.603691e-07,1.134434e-03,-5.487951e-04
2.626900e-09,-6.730042e-04,-5.973946e-04,1.128870e-03,-5.806196e-07,1.142134e-03,-5.506647e-04
2.627000e-09,-6.748760e-04,-5.952788e-04,1.128871e-03,-4.036626e-07,1.149842e-03,-5.525745e-04
2.627100e-09,-6.767412e-04,-5.931580e-04,1.128873e-03,-2.410862e-07,1.157562e-03,-5.545175e-04
2.627200e-09,-6.785995e-04,-5.910317e-04,1.128874e-03,-1.031788e-07,1.165291e-03,-5.564796e-04
2.627300e-09,-6.804511e-04,-5.888996e-04,1.128876e-03,1.720176e-09,1.173022e-03,-5.584413e-04
2.627400e-09,-6.822960e-04,-5.867611e-04,1.128878e-03,6.771172e-08,1.180747e-03,-5.603814e-04
2.627500e-09,-6.841341e-04,-5.846162e-04,1.128881e-03,9.164368e-08,1.188454e-03,-5.622804e-04
2.627600e-09,-6.859654e-04,-5.824645e-04,1.128884e-03,7.321719e-08,1.196132e-03,-5.641247e-04
2.627700e-09,-6.877900e-04,-5.803061e-04,1.128886e-03,1.489457e-08,1.203773e-03,-5.659086e-04
2.627800e-09,-6.896078e-04,-5.781413e-04,1.128889e-03,-7.837724e-08,1.211373e-03,-5.676370e-04
2.627900e-09,-6.914188e-04,-5.759704e-04,1.128892e-03,-1.996008e-07,1.218932e-03,-5.693244e-04
2.628000e-09,-6.932231e-04,-5.737937e-04,1.128896e-03,-3.402837e-07,1.226456e-03,-5.709940e-04
2.628100e-09,-6.950206e-04,-5.716116e-04,1.128899e-03,-4.910708e-07,1.233952e-03,-5.726748e-04
2.628200e-09,-6.968113e-04,-5.694244e-04,1.128902e-03,-6.424076e-07,1.241433e-03,-5.743976e-04
2.628300e-09,-6.985950e-04,-5.672323e-04,1.128905e-03,-7.851843e-07,1.248910e-03,-5.761915e-04
2.628400e-09,-7.003719e-04,-5.650351e-04,1.128908e-03,-9.113189e-07,1.256393e-03,-5.780795e-04
2.628500e-09,-7.021417e-04,-5.628327e-04,1.128911e-03,-1.014240e-06,1.263890e-03,-5.800763e-04
2.628600e-09,-7.039046e-04,-5.606249e-04,1.128914e-03,-1.089239e-06,1.271402e-03,-5.821861e-04
2.628700e-09,-7.056603e-04,-5.584114e-04,1.128917e-03,-1.133681e-06,1.278929e-03,-5.844032e-04
2.628800e-09,-7.074089e-04,-5.561918e-04,1.128920e-03,-1.147058e-06,1.286462e-03,-5.867129e-04
2.628900e-09,-7.091504e-04,-5.539661e-04,1.128923e-03,-1.130896e-06,1.293994e-03,-5.890947e-04
2.629000e-09,-7.108847e-04,-5.517342e-04,1.128926e-03,-1.088534e-06,1.301515e-03,-5.915256e-04
2.629100e-09,-7.126117e-04,-5.494961e-04,1.128929e-03,-1.024781e-06,1.309014e-03,-5.939841e-04
2.629200e-09,-7.143316e-04,-5.472520e-04,1.128932e-03,-9.455038e-07,1.316484e-03,-5.964529e-04
2.629300e-09,-7.160443e-04,-5.450024e-04,1.128936e-03,-8.571569e-07,1.323924e-03,-5.989213e-04
2.629400e-09,-7.177497e-04,-5.427475e-04,1.128939e-03,-7.663013e-07,1.331333e-03,-6.013853e-04
2.629500e-09,-7.194481e-04,-5.404878e-04,1.128943e-03,-6.791436e-07,1.338716e-03,-6.038474e-04
2.629600e-09,-7.211392e-04,-5.382236e-04,1.128947e-03,-6.011277e-07,1.346081e-03,-6.063141e-04
2.629700e-09,-7.228232e-04,-5.359550e-04,1.128951e-03,-5.366058e-07,1.353435e-03,-6.087936e-04
2.629800e-09,-7.245001e-04,-5.336821e-04,1.128955e-03,-4.886091e-07,1.360786e-03,-6.112933e-04
2.629900e-09,-7.261699e-04,-5.314048e-04,1.128959e-03,-4.587291e-07,1.368139e-03,-6.138178e-04
2.630000e-09,-7.278327e-04,-5.291226e-04,1.128963e-03,-4.471125e-07,1.375495e-03,-6.163678e-04
2.630100e-09,-7.294884e-04,-5.268354e-04,1.128968e-03,-4.525632e-07,1.382851e-03,-6.189406e-04
2.630200e-09,-7.311371e-04,-5.245427e-04,1.128972e-03,-4.727390e-07,1.390202e-03,-6.215308e-04
2.630300e-09,-7.327787e-04,-5.222442e-04,1.128977e-03,-5.044216e-07,1.397538e-03,-6.241322e-04
2.630400e-09,-7.344133e-04,-5.199397e-04,1.128981e-03,-5.438380e-07,1.404848e-03,-6.267397e-04
2.630500e-09,-7.360408e-04,-5.176292e-04,1.128986e-03,-5.870050e-07,1.412124e-03,-6.293513e-04
2.630600e-09,-7.376613e-04,-5.153128e-04,1.128990e-03,-6.300704e-07,1.419358e-03,-6.319691e-04
2.630700e-09,-7.392747e-04,-5.129909e-04,1.128995e-03,-6.696256e-07,1.426545e-03,-6.345996e-04
2.630800e-09,-7.408809e-04,-5.106638e-04,1.128999e-03,-7.029649e-07,1.433685e-03,-6.372530e-04
2.630900e-09,-7.424799e-04,-5.083318e-04,1.129004e-03,-7.282752e-07,1.440780e-03,-6.399415e-04
2.631000e-09,-7.440717e-04,-5.059953e-04,1.129009e-03,-7.447422e-07,1.447836e-03,-6.426773e-04
2.631100e-09,-7.456562e-04,-5.036544e-04,1.129013e-03,-7.525685e-07,1.454857e-03,-6.454696e-04
2.631200e-09,-7.472334e-04,-5.013092e-04,1.129018e-03,-7.529045e-07,1.461848e-03,-6.483231e-04
2.631300e-09,-7.488031e-04,-4.989595e-04,1.129023e-03,-7.477013e-07,1.468810e-03,-6.512361e-04
2.631400e-09,-7.503654e-04,-4.966053e-04,1.129029e-03,-7.394989e-07,1.475743e-03,-6.542006e-04
2.631500e-09,-7.519203e-04,-4.942461e-04,1.129034e-03,-7.311687e-07,1.482643e-03,-6.572031e-04
2.631600e-09,-7.534677e-04,-4.918819e-04,1.129040e-03,-7.256320e-07,1.489501e-03,-6.602266e-04
2.631700e-09,-7.550076e-04,-4.895123e-04,1.129046e-03,-7.255769e-07,1.496311e-03,-6.632536e-04
2.631800e-09,-7.565400e-04,-4.871374e-04,1.129052e-03,-7.331956e-07,1.503062e-03,-6.662688e-04
2.631900e-09,-7.580648e-04,-4.847570e-04,1.129058e-03,-7.499627e-07,1.509747e-03,-6.692618e-04
2.632000e-09,-7.595821e-04,-4.823713e-04,1.129064e-03,-7.764715e-07,1.516361e-03,-6.722281e-04
2.632100e-09,-7.610918e-04,-4.799805e-04,1.129070e-03,-8.123414e-07,1.522901e-03,-6.751699e-04
2.632200e-09,-7.625939e-04,-4.775850e-04,1.129077e-03,-8.562025e-07,1.529369e-03,-6.780942e-04
2.632300e-09,-7.640884e-04,-4.751849e-04,1.129083e-03,-9.057621e-07,1.535768e-03,-6.810110e-04
2.632400e-09,-7.655753e-04,-4.727807e-04,1.129090e-03,-9.579450e-07,1.542102e-03,-6.839308e-04
2.632500e-09,-7.670545e-04,-4.703724e-04,1.129096e-03,-1.009101e-06,1.548376e-03,-6.868620e-04
2.632600e-09,-7.685260e-04,-4.679602e-04,1.129103e-03,-1.055260e-06,1.554594e-03,-6.898094e-04
2.632700e-09,-7.699898e-04,-4.655440e-04,1.129110e-03,-1.092429e-06,1.560758e-03,-6.927735e-04
2.632800e-09,-7.714460e-04,-4.631236e-04,1.129117e-03,-1.116887e-06,1.566868e-03,-6.957511e-04
2.632900e-09,-7.728945e-04,-4.606988e-04,1.129123e-03,-1.125484e-06,1.572921e-03,-6.987372e-04
2.633000e-09,-7.743354e-04,-4.582693e-04,1.129130e-03,-1.115905e-06,1.578915e-03,-7.017267e-04
2.633100e-09,-7.757688e-04,-4.558349e-04,1.129137e-03,-1.086885e-06,1.584844e-03,-7.047165e-04
2.633200e-09,-7.771946e-04,-4.533954e-04,1.129144e-03,-1.038366e-06,1.590706e-03,-7.077078e-04
2.633300e-09,-7.786128e-04,-4.509507e-04,1.129151e-03,-9.715751e-07,1.596498e-03,-7.107064e-04
2.633400e-09,-7.800235e-04,-4.485011e-04,1.129158e-03,-8.890119e-07,1.602221e-03,-7.137229e-04
2.633500e-09,-7.814267e-04,-4.460466e-04,1.129166e-03,-7.943621e-07,1.607879e-03,-7.167716e-04
2.633600e-09,-7.828224e-04,-4.435875e-04,1.129173e-03,-6.923191e-07,1.613477e-03,-7.198687e-04
2.633700e-09,-7.842106e-04,-4.411242e-04,1.129180e-03,-5.883361e-07,1.619021e-03,-7.230293e-04
2.633800e-09,-7.855911e-04,-4.386568e-04,1.129188e-03,-4.883195e-07,1.624519e-03,-7.262658e-04
2.633900e-09,-7.869640e-04,-4.361855e-04,1.129195e-03,-3.982827e-07,1.629976e-03,-7.295848e-04
2.634000e-09,-7.883294e-04,-4.337105e-04,1.129203e-03,-3.239828e-07,1.635396e-03,-7.329865e-04
2.634100e-09,-7.896870e-04,-4.312316e-04,1.129210e-03,-2.705629e-07,1.640780e-03,-7.364639e-04
2.634200e-09,-7.910369e-04,-4.287487e-04,1.129217e-03,-2.422213e-07,1.646123e-03,-7.400041e-04
2.634300e-09,-7.923791e-04,-4.262618e-04,1.129224e-03,-2.419289e-07,1.651420e-03,-7.435898e-04
2.634400e-09,-7.937136e-04,-4.237706e-04,1.129231e-03,-2.712112e-07,1.656662e-03,-7.472020e-04
2.634500e-09,-7.950403e-04,-4.212750e-04,1.129238e-03,-3.300109e-07,1.661840e-03,-7.508230e-04
2.634600e-09,-7.963592e-04,-4.187749e-04,1.129245e-03,-4.166389e-07,1.666946e-03,-7.544388e-04
2.634700e-09,-7.976703e-04,-4.162703e-04,1.129252e-03,-5.278195e-07,1.671971e-03,-7.580410e-04
2.634800e-09,-7.989736e-04,-4.137611e-04,1.129259e-03,-6.588307e-07,1.676912e-03,-7.616274e-04
2.634900e-09,-8.002691e-04,-4.112476e-04,1.129266e-03,-8.037307e-07,1.681769e-03,-7.652013e-04
2.635000e-09,-8.015567e-04,-4.087299e-04,1.129273e-03,-9.556599e-07,1.686542e-03,-7.687703e-04
2.635100e-09,-8.028364e-04,-4.062082e-04,1.129281e-03,-1.107200e-06,1.691237e-03,-7.723434e-04
2.635200e-09,-8.041082e-04,-4.036826e-04,1.129289e-03,-1.250770e-06,1.695858e-03,-7.759283e-04
2.635300e-09,-8.053720e-04,-4.011534e-04,1.129297e-03,-1.379032e-06,1.700410e-03,-7.795297e-04
2.635400e-09,-8.066279e-04,-3.986206e-04,1.129306e-03,-1.485288e-06,1.704898e-03,-7.831470e-04
2.635500e-09,-8.078758e-04,-3.960842e-04,1.129315e-03,-1.563843e-06,1.709325e-03,-7.867748e-04
2.635600e-09,-8.091158e-04,-3.935442e-04,1.129324e-03,-1.610315e-06,1.713689e-03,-7.904029e-04
2.635700e-09,-8.103478e-04,-3.910005e-04,1.129334e-03,-1.621873e-06,1.717989e-03,-7.940186e-04
2.635800e-09,-8.115718e-04,-3.884528e-04,1.129345e-03,-1.597400e-06,1.722221e-03,-7.976090e-04
2.635900e-09,-8.127879e-04,-3.859012e-04,1.129355e-03,-1.537559e-06,1.726380e-03,-8.011635e-04
2.636000e-09,-8.139961e-04,-3.833455e-04,1.129366e-03,-1.444772e-06,1.730462e-03,-8.046759e-04
2.636100e-09,-8.151963e-04,-3.807856e-04,1.129378e-03,-1.323093e-06,1.734465e-03,-8.081457e-04
2.636200e-09,-8.163886e-04,-3.782216e-04,1.129389e-03,-1.178002e-06,1.738386e-03,-8.115787e-04
2.636300e-09,-8.175730e-04,-3.756537e-04,1.129401e-03,-1.016114e-06,1.742228e-03,-8.149858e-04
2.636400e-09,-8.187494e-04,-3.730819e-04,1.129413e-03,-8.448230e-07,1.745994e-03,-8.183814e-04
2.636500e-09,-8.199178e-04,-3.705064e-04,1.129424e-03,-6.719072e-07,1.749688e-03,-8.217815e-04
2.636600e-09,-8.210782e-04,-3.679275e-04,1.129436e-03,-5.051157e-07,1.753316e-03,-8.252008e-04
2.636700e-09,-8.222305e-04,-3.653452e-04,1.129448e-03,-3.517601e-07,1.756882e-03,-8.286510e-04
2.636800e-09,-8.233748e-04,-3.627595e-04,1.129459e-03,-2.183371e-07,1.760390e-03,-8.321389e-04
2.636900e-09,-8.245110e-04,-3.601706e-04,1.129471e-03,-1.102032e-07,1.763842e-03,-8.356658e-04
2.637000e-09,-8.256390e-04,-3.575784e-04,1.129482e-03,-3.131781e-08,1.767235e-03,-8.392278e-04
2.637100e-09,-8.267588e-04,-3.549827e-04,1.129494e-03,1.593407e-08,1.770568e-03,-8.428172e-04
2.637200e-09,-8.278705e-04,-3.523836e-04,1.129505e-03,3.082996e-08,1.773834e-03,-8.464236e-04
2.637300e-09,-8.289738e-04,-3.497809e-04,1.129516e-03,1.430747e-08,1.777029e-03,-8.500365e-04
2.637400e-09,-8.300689e-04,-3.471745e-04,1.129528e-03,-3.112811e-08,1.780146e-03,-8.536469e-04
2.637500e-09,-8.311557e-04,-3.445645e-04,1.129540e-03,-1.015802e-07,1.783181e-03,-8.572489e-04
2.637600e-09,-8.322342e-04,-3.419509e-04,1.129551e-03,-1.920107e-07,1.786132e-03,-8.608405e-04
2.637700e-09,-8.333043e-04,-3.393337e-04,1.129563e-03,-2.965484e-07,1.788997e-03,-8.644240e-04
2.637800e-09,-8.343661e-04,-3.367130e-04,1.129575e-03,-4.088376e-07,1.791779e-03,-8.680047e-04
2.637900e-09,-8.354195e-04,-3.340890e-04,1.129587e-03,-5.224040e-07,1.794479e-03,-8.715904e-04
2.638000e-09,-8.364645e-04,-3.314616e-04,1.129599e-03,-6.310167e-07,1.797104e-03,-8.751889e-04
2.638100e-09,-8.375012e-04,-3.288312e-04,1.129611e-03,-7.290243e-07,1.799656e-03,-8.788073e-04
2.638200e-09,-8.385295e-04,-3.261976e-04,1.129623e-03,-8.116435e-07,1.802141e-03,-8.824500e-04
2.638300e-09,-8.395496e-04,-3.235611e-04,1.129635e-03,-8.751877e-07,1.804561e-03,-8.861179e-04
2.638400e-09,-8.405614e-04,-3.209215e-04,1.129646e-03,-9.172220e-07,1.806918e-03,-8.898086e-04
2.638500e-09,-8.415649e-04,-3.182788e-04,1.129658e-03,-9.366392e-07,1.809211e-03,-8.935164e-04
2.638600e-09,-8.425603e-04,-3.156331e-04,1.129669e-03,-9.336546e-07,1.811438e-03,-8.972333e-04
2.638700e-09,-8.435474e-04,-3.129842e-04,1.129680e-03,-9.097231e-07,1.813597e-03,-9.009509e-04
2.638800e-09,-8.445264e-04,-3.103321e-04,1.129691e-03,-8.673832e-07,1.815685e-03,-9.046609e-04
2.638900e-09,-8.454971e-04,-3.076769e-04,1.129702e-03,-8.100397e-07,1.817699e-03,-9.083574e-04
2.639000e-09,-8.464597e-04,-3.050184e-04,1.129713e-03,-7.416980e-07,1.819638e-03,-9.120366e-04
2.639100e-09,-8.474140e-04,-3.023567e-04,1.129725e-03,-6.666667e-07,1.821501e-03,-9.156982e-04
2.639200e-09,-8.483601e-04,-2.996920e-04,1.129736e-03,-5.892484e-07,1.823291e-03,-9.193442e-04
2.639300e-09,-8.492979e-04,-2.970242e-04,1.129747e-03,-5.134380e-07,1.825011e-03,-9.229789e-04
2.639400e-09,-8.502274e-04,-2.943536e-04,1.129758e-03,-4.426483e-07,1.826664e-03,-9.266070e-04
2.639500e-09,-8.511485e-04,-2.916801e-04,1.129770e-03,-3.794813e-07,1.828256e-03,-9.302331e-04
2.639600e-09,-8.520612e-04,-2.890039e-04,1.129781e-03,-3.255586e-07,1.829789e-03,-9.338600e-04
2.639700e-09,-8.529656e-04,-2.863251e-04,1.129793e-03,-2.814218e-07,1.831266e-03,-9.374882e-04
2.639800e-09,-8.538616e-04,-2.836435e-04,1.129805e-03,-2.465077e-07,1.832686e-03,-9.411153e-04
2.639900e-09,-8.547493e-04,-2.809593e-04,1.129817e-03,-2.191987e-07,1.834050e-03,-9.447363e-04
2.640000e-09,-8.556286e-04,-2.782723e-04,1.129829e-03,-1.969440e-07,1.835352e-03,-9.483443e-04
2.640100e-09,-8.564995e-04,-2.755826e-04,1.129841e-03,-1.764431e-07,1.836589e-03,-9.519314e-04
2.640200e-09,-8.573621e-04,-2.728901e-04,1.129852e-03,-1.538788e-07,1.837755e-03,-9.554903e-04
2.640300e-09,-8.582164e-04,-2.701948e-04,1.129864e-03,-1.251842e-07,1.838843e-03,-9.590152e-04
2.640400e-09,-8.590623e-04,-2.674968e-04,1.129876e-03,-8.632640e-08,1.839849e-03,-9.625033e-04
2.640500e-09,-8.598998e-04,-2.647959e-04,1.129887e-03,-3.358747e-08,1.840769e-03,-9.659547e-04
2.640600e-09,-8.607290e-04,-2.620924e-04,1.129899e-03,3.617467e-08,1.841600e-03,-9.693732e-04
2.640700e-09,-8.615497e-04,-2.593861e-04,1.129910e-03,1.253035e-07,1.842343e-03,-9.727653e-04
2.640800e-09,-8.623620e-04,-2.566773e-04,1.129921e-03,2.351729e-07,1.842997e-03,-9.761396e-04
2.640900e-09,-8.631658e-04,-2.539659e-04,1.129932e-03,3.660777e-07,1.843564e-03,-9.795050e-04
2.641000e-09,-8.639611e-04,-2.512520e-04,1.129943e-03,5.171929e-07,1.844047e-03,-9.828698e-04
2.641100e-09,-8.647478e-04,-2.485357e-04,1.129954e-03,6.866031e-07,1.844446e-03,-9.862396e-04
2.641200e-09,-8.655260e-04,-2.458171e-04,1.129965e-03,8.713983e-07,1.844763e-03,-9.896168e-04
2.641300e-09,-8.662956e-04,-2.430961e-04,1.129976e-03,1.067832e-06,1.844996e-03,-9.929998e-04
2.641400e-09,-8.670567e-04,-2.403728e-04,1.129987e-03,1.271532e-06,1.845144e-03,-9.963832e-04
2.641500e-09,-8.678091e-04,-2.376472e-04,1.129997e-03,1.477743e-06,1.845204e-03,-9.997583e-04
